phone,fullname,iban,time,file_name,timezone,latitude,language_name,date,country,iso8601,date_time,city,pricetag
+410791110020,Jaqueline Graf,CH5260260296408338128,02:46:45,mollitia.csv,Africa/Blantyre,-86.1599545,Western Frisian,1971-03-14,Peru,2006-07-29T00:26:19,1978-10-26 23:16:01,Glarus,$3.78
+41791963408,Ardit Lüscher,CH3370306111955474875,18:47:30,nihil.avi,Africa/Dakar,36.660053,Corsican,1981-06-07,Algeria,1979-12-24T13:01:49,2006-10-28 09:42:56,Lutry,"$9,367.05"
+410780846425,Jutta Bär,CH5076132257652156125,22:02:02,veritatis.numbers,Europe/Brussels,75.6283395,Chichewa,2003-08-29,Iraq,1980-07-13T01:38:42,2001-09-24 10:19:13,Wil,$9.64
+41(0)770235041,Aylin Leu,CH2737939553790113757,04:04:27,consectetur.mov,Europe/Athens,37.4103605,Hiri Motu,2019-08-06,Vatican City,1975-11-04T22:59:06,2002-09-22 00:20:50,Montreux,"$2,813.91"
+41785470645,Dietmar Meier,CH3848405273432163606,09:04:32,ipsa.pdf,Europe/Dublin,87.226654,Norwegian,1978-07-26,Jamaica,2011-08-24T05:17:03,2020-09-06 19:38:22,Wohlen,$65.88
0763622236,Bettina Ziegler,CH8281880942295907821,06:28:32,quos.docx,America/Havana,27.871599,Oromo,1973-09-22,Benin,1980-12-05T21:39:04,1981-04-10 18:30:15,Delsberg,"$52,906.50"
+410795041596,Daniel Küng,CH7215388449257680207,07:09:46,debitis.flac,Africa/Freetown,-44.654043,Bengali,2022-07-17,Romania,1987-02-07T14:09:50,1992-07-16 05:36:54,Weinfelden,$7.44
+41 0765444183,Hedwig Favre,CH1479998107673604714,20:51:41,delectus.wav,Europe/Ljubljana,20.869146,Portuguese,1994-03-27,Federated States of Micronesia,2021-09-25T23:14:12,1979-07-31 11:20:43,Herisau,$457.38
+41 767584943,Noëmi Kern,CH2863692153167895450,23:49:29,eum.flac,Africa/Dakar,84.6951495,Swati,1988-09-01,France,1990-01-17T03:19:00,1986-11-10 22:12:53,Worb,$41.63
+41(0)792225441,Alea Zimmermann,CH1450663853683834591,00:46:47,error.css,Europe/Vienna,89.467193,Thai,2006-07-28,Laos,2005-05-02T01:53:13,1995-05-07 14:17:10,Vernier,"$13,048.00"
+41 786396109,Tanja Bauer,CH0722518528798976884,04:52:26,numquam.ppt,Europe/Vaduz,-84.036563,Italian,2008-11-25,Ethiopia,1974-04-06T15:24:44,2020-07-30 18:56:36,Münchenstein,"$6,364.79"
+41 771276549,Davide Schmidt,CH8653129137796305846,21:12:31,enim.mp3,Africa/Freetown,67.745769,Norwegian,2003-11-03,Croatia,1995-08-08T09:15:54,1990-08-04 16:42:10,Richterswil,"$4,595.34"
+41 797516679,Leonie Walter,CH7092437830606992033,09:47:58,voluptate.flac,Europe/Budapest,-76.910878,Rundi,2022-01-20,Suriname,2013-07-01T05:35:31,1997-11-15 03:00:31,Neuhausen,$3.18
+41 766487590,Annalise Suter,CH5678265988798951771,09:53:50,optio.flac,Pacific/Ponape,89.3438945,Church Slavic,2015-05-06,Uganda,1993-07-07T01:44:46,1982-03-07 15:20:50,Baden,"$77,392.14"
+41777302359,Alisha Braun,CH2608911166720956028,03:59:51,expedita.docx,Pacific/Port_Moresby,88.2489585,Bislama,1971-06-30,Slovakia,1975-12-12T23:01:30,1996-07-09 08:31:59,Renens,$264.80
+41 787223606,Urs Steiner,CH6042019891724018957,05:12:06,quam.html,Pacific/Apia,-33.134315,Vietnamese,1984-06-01,East Timor,1971-03-31T11:17:16,2011-02-06 20:28:09,Mendrisio,$873.52
+41 794850026,Dominic Schäfer,CH4097814980661936649,02:26:07,a.flac,Europe/Paris,0.7121335,Kikuyu,2013-09-09,Guyana,1977-01-09T08:16:05,2007-07-03 01:40:14,Bern,"$7,137.29"
+410763635194,Jari Schweizer,CH8709674001950582500,13:08:40,optio.wav,Indian/Mauritius,-37.038027,Hiri Motu,2012-05-21,Uganda,1995-02-17T19:06:21,2001-02-08 07:00:17,Crans-Montana,"$92,052.57"
+410777800241,Joshua Merz,CH4567377671113245048,12:22:12,dolore.flac,America/Denver,-45.6227825,Afar,2004-03-25,Honduras,2011-06-24T17:37:10,1975-03-31 07:13:53,Buchs,"$59,456.69"
+41 783937509,Andrin Scheidegger,CH2707052087454059437,07:10:54,recusandae.mp3,Asia/Jakarta,-39.0291235,Catalan,2015-03-11,Japan,1978-08-06T21:59:53,1980-01-18 07:38:22,Risch,$8.97
+410771835719,Paola Baumgartner,CH3273490452927047126,07:09:09,voluptates.jpeg,Europe/Stockholm,-25.0613575,Interlingue,2005-08-24,Kazakhstan,2007-01-28T13:46:06,1997-12-27 21:57:59,Rheinfelden,"$70,494.78"
+410760091550,Lynn Zingg,CH8709075513475194938,10:19:15,maxime.doc,Europe/Malta,-24.1788085,Pushto,1983-12-18,Yemen,1972-08-31T08:17:52,1999-11-07 16:49:14,Steffisburg,"$2,445.38"
0796991830,Raphael Spörri,CH9072937852985129473,19:09:05,a.doc,Indian/Antananarivo,-46.8332975,French,1979-04-14,East Timor,1988-07-12T06:00:08,2003-04-06 20:32:59,Maur,$4.80
0771603772,Amandine Probst,CH0520276545801958866,15:04:36,veritatis.mp3,Africa/Harare,63.117380,Breton,2004-01-08,Tonga,2004-02-09T03:57:36,1987-10-26 12:14:46,Horw,"$77,135.38"
+41(0)793797866,Jeton Kuhn,CH9247454317350663795,18:35:08,voluptatibus.bmp,Europe/Monaco,-6.886595,Tahitian,1976-10-31,Austria,2009-01-27T09:23:01,2010-11-26 15:01:06,La Tour-de-Peilz,"$4,962.37"
+41 782360546,Desirée Bär,CH4662572511064521919,23:36:12,recusandae.pages,Asia/Kuala_Lumpur,-46.7806395,Aragonese,2013-05-02,Denmark,2008-09-17T00:05:37,2006-09-13 17:23:24,Altstätten,$1.57
+41 0760430233,Edmond Wegmann,CH7952649049731562863,12:59:55,corrupti.flac,Asia/Tbilisi,-56.783938,Dzongkha,1990-04-16,Guyana,2005-03-13T20:31:19,2003-07-20 11:20:35,Meyrin,"$5,603.94"
0795137617,Leonora Winkler,CH6364198303019059436,14:24:50,laboriosam.txt,Europe/Bucharest,-55.588015,Church Slavic,2012-04-19,Palestine,1986-06-24T01:25:05,1982-04-29 02:58:43,Spiez,"$7,071.52"
+41(0)760835557,Sylvie Schwarz,CH8388829640580474753,14:02:00,corrupti.mp3,America/Mexico_City,-68.3078805,Czech,2002-09-30,Russia,2018-05-21T04:54:23,1987-11-14 03:00:49,Delsberg,$8.34
+41(0)793740641,Lia Stucki,CH0378005703598718333,02:10:13,temporibus.odp,Pacific/Palau,-71.204676,Chechen,2014-12-17,Argentina,2015-06-06T16:19:50,1972-05-02 19:03:10,Riehen,$92.78
+41794494064,Margot Spörri,CH0722264827511065667,16:24:03,at.html,Asia/Pyongyang,2.636289,Hebrew,1980-01-19,Saint Vincent and the Grenadines,1995-08-22T05:46:04,1975-06-15 12:46:59,Baar,"$6,574.62"
+410781883750,Karl-Heinz Gasser,CH2270123066279322130,16:25:19,tempora.css,Asia/Katmandu,-35.7206795,Japanese,2010-09-26,Bhutan,1980-08-26T00:02:59,1972-08-09 20:06:55,Chur,$862.96
+41 0787566544,Andres Gfeller,CH8088179015822800316,14:22:06,mollitia.pptx,Europe/Zurich,-82.6160885,Swahili,1972-09-08,Botswana,2004-01-22T23:02:23,2021-09-26 07:38:31,Freiburg,$0.21
+41763900299,Levi Steiner,CH8063151885803584721,13:11:54,perferendis.txt,Europe/Athens,4.484798,Occitan,2002-08-28,Finland,2003-03-19T18:20:40,2021-08-17 18:19:12,Muttenz,$3.37
0790243874,Mike Sutter,CH5786225699960418652,23:02:37,amet.numbers,Africa/Nairobi,-68.420515,Cornish,1977-01-12,Georgia,2004-08-26T10:39:45,1975-03-22 05:18:31,Wettingen,"$69,152.99"
+41770823683,Estelle Blum,CH7985307551745657062,17:57:48,magni.txt,Africa/Mbabane,72.8296965,Georgian,2008-12-03,Swaziland,2018-02-25T00:56:42,2013-08-09 20:44:54,Glarus,$67.31
+41762604831,Giuseppe Sutter,CH7219264852099690080,22:19:12,voluptate.webm,Asia/Dhaka,73.6793695,Czech,2008-08-13,Tunisia,2021-08-31T07:59:27,1999-10-29 01:25:22,Adliswil,"$6,400.99"
0791941990,Melchior Lüscher,CH9153208048941416929,00:14:32,laudantium.docx,Europe/Vilnius,-15.4829385,Galician,2022-03-14,Hungary,1995-07-17T02:39:14,2009-08-09 02:31:22,Uzwil,$8.86
0791291413,Alfonso Siegrist,CH0231614772686728944,18:44:28,unde.odp,Asia/Taipei,67.996430,Sanskrit,1970-01-23,Bangladesh,1997-05-05T08:23:05,1971-06-24 05:34:28,Opfikon,$564.98
0786907698,Alessia Gasser,CH1767866152890885032,04:28:34,odio.tiff,Pacific/Palau,-0.5641725,Swati,2002-07-23,Venezuela,2012-09-19T01:29:08,1975-09-16 09:44:46,Cham,"$93,361.55"
+41(0)784207712,Martha Bühler,CH7886397367609848800,14:31:44,eum.avi,Asia/Manila,-4.7002875,Maori,1980-06-19,Panama,1972-09-30T21:34:30,1983-11-29 23:43:02,Lutry,$25.86
+410773895054,Rexhep Rey,CH8790387431307265855,05:14:33,quo.html,America/St_Kitts,-26.929501,Sanskrit,1981-03-01,Bulgaria,2022-10-27T07:42:18,1972-10-07 15:33:27,Bellinzona,$930.42
+41(0)780051235,Luigia Bieri,CH0569072881458060367,22:14:28,nihil.bmp,America/Costa_Rica,18.8879315,Indonesian,2018-06-14,Niger,1996-10-05T12:53:01,2009-07-23 14:47:42,Nyon,$5.51
+41 772903131,Leyla Müller,CH5100725993597722482,02:40:35,placeat.avi,Africa/Accra,-61.7766655,Afar,2014-04-01,Armenia,1983-09-19T17:18:55,2006-02-22 10:43:51,Münchenbuchsee,"$8,598.24"
+410790111594,Flurina Schneider,CH3640584745083384913,16:35:56,sint.mov,Europe/Zagreb,81.0452505,Malayalam,2005-11-20,Sierra Leone,2013-03-29T16:23:55,1976-05-26 11:28:10,Meyrin,$663.04
0765576405,Christoph Kuhn,CH2518951404720713189,05:13:33,dolorum.csv,Africa/Gaborone,-17.192699,Malagasy,2002-07-10,Bulgaria,2018-03-23T08:00:28,1983-11-02 19:36:09,Gossau,$5.53
0780344796,Erwin Winkler,CH1186894922312672200,15:14:47,explicabo.css,Europe/Podgorica,22.1688515,Chamorro,2016-11-02,Guinea-Bissau,1992-01-18T17:23:58,2005-03-05 14:14:36,Weinfelden,$72.30
0794845915,Nemanja Hug,CH2057413992541908438,19:30:27,aspernatur.mp3,Asia/Baku,53.5691845,Panjabi,1980-01-16,Iceland,1970-06-01T13:57:12,1997-10-18 05:58:32,Zofingen,$660.96
+41765686880,Goran Schwarz,CH0796919706576461462,07:45:22,possimus.mp4,Africa/Algiers,72.5736075,Kanuri,1981-07-02,Maldives,1988-07-01T20:04:00,2015-10-23 00:34:07,Villars-sur-Glâne,$9.85
+41784757988,Luise Schenk,CH8301271745432410285,00:33:26,magni.webm,Africa/Kigali,-47.410847,Tonga,2000-03-31,Guinea-Bissau,1997-04-17T23:23:02,2005-08-21 10:14:06,Schwyz,"$3,908.01"
+410796317040,Agim Hauser,CH4870933641278618017,22:18:50,iusto.txt,Asia/Kuala_Lumpur,74.7045655,Malayalam,1990-03-18,Equatorial Guinea,2015-12-18T22:24:38,1993-07-13 03:32:10,Kloten,$658.57
+410783494062,Antonio Egli,CH3848741430607439383,00:14:50,atque.tiff,Africa/Windhoek,83.3427845,Kannada,1990-04-02,Norway,1996-03-13T12:01:19,2005-09-27 17:04:58,Ebikon,"$48,081.08"
+41(0)761833282,Claudio Brun,CH1226114805876177280,16:32:05,voluptatem.avi,Africa/Ndjamena,-87.0771325,Sundanese,2014-11-22,Lebanon,1985-07-17T12:41:20,2003-08-26 14:07:16,Adliswil,$200.57
+41774096068,Irène Haas,CH8940166241262422982,23:28:39,praesentium.csv,America/Asuncion,-4.8509565,Guarani,2016-05-16,Ecuador,1975-12-16T22:16:15,2022-12-07 05:41:59,Yverdon-les-Bains,"$36,644.82"
0776837077,Patrick Christen,CH8804141832773693649,19:15:52,dolorem.bmp,Europe/Lisbon,41.4176405,"Sotho, Southern",2013-04-24,Gabon,1992-11-15T12:30:31,2008-05-10 09:14:54,Burgdorf,"$7,979.77"
0773825606,Chris Suter,CH2939937190387317665,11:20:12,dolore.json,Africa/Banjul,75.7699025,Igbo,1995-07-22,Uruguay,2009-07-27T06:19:35,1975-08-15 23:39:14,Uster,$0.00
+41 0783755599,Boris Jost,CH1336750184237778086,04:57:32,aliquid.mov,Africa/Douala,65.8994905,Danish,2017-09-26,New Zealand,1983-03-06T23:26:44,1984-01-05 08:02:07,Risch,"$60,385.43"
+410782842543,Lindita Tanner,CH1451895213716926265,15:46:32,provident.xlsx,Asia/Bishkek,-0.6534735,Somali,2002-06-30,Sri Lanka,1980-07-31T10:12:35,1970-02-06 15:38:29,Chêne-Bougeries,$59.13
+41791402069,Besnik Hasler,CH5483001379124169292,01:24:24,quibusdam.js,Asia/Bahrain,-7.0981795,Urdu,2020-09-08,India,1997-08-10T09:29:57,1970-11-25 05:49:51,Glarus,$22.47
0791532795,Edmund Baumann,CH1678051688809195445,13:12:06,atque.flac,Pacific/Auckland,10.8971365,Tsonga,2008-04-06,Guatemala,1988-01-15T03:38:42,1994-12-22 05:50:56,Suhr,$0.06
0762404341,Can Herzog,CH1964414626601107316,03:35:53,libero.pdf,Africa/Kinshasa,-47.893249,Gaelic,2013-03-25,Senegal,2007-03-19T15:16:38,2021-12-11 00:38:32,Sursee,$0.83
+41783330040,Mélissa Stucki,CH7923649458238375199,16:53:24,omnis.js,Europe/Belgrade,-53.5283725,Abkhazian,2019-09-11,Guyana,1990-07-19T01:35:59,2021-08-12 08:52:16,Zollikofen,$65.09
+41 0763585386,Myrtha Hafner,CH5078306320054117786,21:10:05,soluta.jpeg,Africa/Asmera,25.8194555,Tajik,2023-05-25,Djibouti,1991-11-08T19:37:41,2018-10-07 01:55:48,Kloten,"$3,646.29"
+41(0)792781330,Flamur Kuhn,CH9238058454773971919,15:04:37,quos.numbers,Asia/Phnom_Penh,85.2790835,Assamese,1985-11-28,Benin,2011-11-16T01:21:11,1996-04-07 21:29:56,Gossau,$761.16
0774565168,Emanuele Tobler,CH3419673796791386784,05:54:22,veritatis.avi,Africa/Conakry,-0.9156665,Inuktitut,2022-05-25,Malawi,2021-01-26T05:03:24,1973-03-12 09:42:38,Morges,$919.83
+41777782649,Nuria Portmann,CH3320087044380124765,21:52:32,aspernatur.jpg,Asia/Chongqing,-23.816796,Czech,2009-11-19,Guinea,1998-07-03T08:37:16,1992-02-29 03:40:38,Wohlen,$449.84
+41 0791492054,Mariam Steiger,CH5626600398127012910,20:22:57,in.csv,Africa/Algiers,55.290502,Turkish,2019-01-15,Brazil,2019-10-31T19:40:29,2017-02-22 21:51:17,Volketswil,$2.89
+41(0)795922650,Joaquim Wegmann,CH9509043256536266729,05:21:24,necessitatibus.html,Atlantic/Madeira,-55.072045,Akan,2019-10-06,Kyrgyzstan,1985-06-17T20:49:27,1999-10-20 03:42:36,Freiburg,"$9,769.52"
+41793013116,Lisette Schaub,CH7934820916836424840,23:30:14,nulla.txt,Asia/Pontianak,84.632560,Czech,2017-04-21,Saint Lucia,1990-05-13T10:47:50,1980-03-29 06:59:28,Lancy,"$3,256.37"
0762541953,Giancarlo Baur,CH4446993728040551834,19:39:20,mollitia.xlsx,Europe/Monaco,-60.2899745,Sinhala,2022-04-13,Vietnam,1992-12-07T16:02:09,2004-09-02 08:42:19,Plan-les-Ouates,"$2,414.81"
+410774400858,Hakan Thommen,CH4001009872308229674,08:01:56,molestias.webm,Pacific/Truk,20.3584475,Hiri Motu,2004-06-27,Papua New Guinea,1997-05-30T18:11:10,2018-07-26 10:19:46,Zofingen,$689.88
+410767023892,Ferenc Leunberger,CH9209465543635143624,20:51:35,ullam.txt,Africa/Sao_Tome,-38.3749385,Wolof,1990-06-19,Malawi,2015-12-23T16:07:01,2008-12-23 05:17:35,Rheinfelden,$230.71
+41760817895,Rosetta Rey,CH1249717068387088908,16:41:51,aut.jpeg,Europe/Luxembourg,-6.9526935,Tsonga,1981-04-26,Burundi,1975-01-14T23:13:59,2022-10-07 10:40:39,Lenzburg,"$83,656.30"
+41 0776433676,Dominique Benz,CH8743110731502981148,09:32:13,aliquam.pptx,America/St_Vincent,40.852658,Avestan,1999-06-21,South Korea,1975-03-26T14:39:35,2010-03-17 03:22:39,Lutry,$6.02
+41 0780230485,Romina Betschart,CH7033213173696397333,17:42:09,rerum.mp3,Europe/Podgorica,0.936496,Kurdish,1974-09-21,Latvia,2016-02-03T10:15:32,2013-09-15 18:18:07,Uster,"$58,475.45"
+41767446264,Fabienne Roth,CH2443931722880298504,17:13:56,ipsam.xls,Asia/Dili,-4.869756,Ndonga,1971-08-04,Sri Lanka,1977-07-31T05:24:36,1987-10-21 07:23:25,Val-de-Ruz,$16.08
0781713465,Erik Peter,CH3491137180304321247,17:48:48,mollitia.jpg,Pacific/Easter,-33.474585,Telugu,1997-04-12,Trinidad and Tobago,1993-03-09T23:03:05,1987-09-07 02:59:41,Suhr,"$7,519.88"
+41763536753,Medina Hofstetter,CH8376736796886790842,10:24:52,deleniti.avi,Asia/Tbilisi,-26.7459775,Lithuanian,1973-08-18,Australia,1990-02-19T10:36:53,1975-03-02 19:02:29,Schaffhausen,$0.64
+41(0)773635779,Faruk Hodel,CH2140567677562865553,21:11:49,quidem.docx,Europe/Paris,15.715799,French,1998-07-26,Denmark,1975-07-15T13:44:50,1978-07-31 12:31:30,Münchenstein,$682.31
+410761912168,István Mayer,CH5281439132081151742,06:10:30,odio.png,Africa/Blantyre,34.9367865,Latvian,1993-10-14,Bangladesh,1972-02-25T19:26:38,2007-07-07 10:30:52,Zofingen,$93.25
+41 0786516476,Agnese Vogel,CH2131659568125097953,23:27:45,dolores.wav,Africa/Maseru,-68.844186,Central Khmer,2003-01-21,Laos,1996-08-01T14:45:27,2004-11-26 22:45:34,Solothurn,$42.08
+41 0776662086,Xaver Schlatter,CH6657742933718751520,07:39:35,ea.json,Africa/Algiers,-79.421806,Shona,1997-08-06,Lebanon,1999-02-27T18:13:15,1991-09-29 03:33:31,Binningen,$5.43
+41(0)770217070,Cornelia Schweizer,CH3485238888707027180,22:14:36,beatae.xlsx,Europe/Vilnius,78.9963975,Tonga,2017-12-09,Norway,2006-01-06T16:57:39,2022-08-16 12:08:45,Ebikon,$688.97
+41 0782861437,Marlen Steinmann,CH8877296628465842202,09:39:48,maiores.mp3,Africa/Djibouti,45.017004,Fulah,1983-12-23,Ethiopia,1985-08-07T03:50:30,1985-02-13 20:41:56,Risch,$83.23
+410761836309,Muhammad Bolliger,CH9771637654595103551,09:30:20,veniam.flac,Asia/Qatar,17.5508495,Breton,1997-08-20,Benin,2006-07-14T13:51:36,1970-07-08 16:26:43,Martigny,$0.37
+41(0)761746761,Gilles Aebi,CH9562804415087025043,12:41:46,quam.ods,Asia/Karachi,-56.397872,Rundi,2010-02-01,Serbia,1999-01-20T00:03:32,2016-07-29 04:00:44,Ebikon,$85.51
+410762226179,Ada Winkler,CH1134156313317785652,20:38:49,velit.txt,Europe/Warsaw,-79.097724,Lithuanian,1980-08-20,East Timor,1988-08-14T04:07:21,1984-11-11 12:36:30,Lutry,$7.30
0781651809,Mona Stauffer,CH9013678061777522035,02:22:21,voluptatem.pptx,Europe/Sofia,27.136822,Breton,2006-08-24,United States,1978-05-09T19:04:23,1990-05-05 14:10:16,Val-de-Travers,"$2,608.29"
+41791925208,Ewa Gerber,CH2347427024823795110,21:45:06,eos.doc,Asia/Vladivostok,-60.5784535,Breton,1983-03-25,Haiti,1985-09-02T08:14:05,1974-07-28 08:52:00,Rheinfelden,"$7,690.48"
+41 0776375451,Grzegorz Schneider,CH9237275091292883817,14:01:27,eveniet.mov,Africa/Sao_Tome,-10.905710,Twi,1986-03-09,Cuba,1992-06-15T01:35:38,1973-05-19 15:20:52,Affoltern,$1.21
+41(0)796732138,Tiffany Schaller,CH9465867698309702232,14:17:24,quam.xls,Asia/Colombo,-37.086470,Swati,1974-09-16,People's Republic of China,1995-02-16T18:05:11,1972-08-23 08:15:25,Biel/Bienne,"$12,490.77"
+410766752254,Annabelle Lutz,CH3741263482120631070,18:50:27,esse.ppt,Indian/Antananarivo,-75.264701,Hiri Motu,1976-09-15,Swaziland,2003-09-08T20:54:18,2017-11-09 12:39:03,Chur,$887.51
+41 0774307599,Lydia Imhof,CH6375618945916340512,06:48:10,distinctio.xls,Pacific/Tongatapu,-19.867263,Navajo,1985-09-01,Mauritius,1979-09-01T20:50:28,1974-04-12 08:57:51,Grenchen,$937.68
+410773550257,Kim Huber,CH6527121823693797956,15:39:56,nam.mp3,Asia/Karachi,32.3698825,Aymara,1998-06-15,Libya,1982-06-18T23:30:05,1973-09-23 01:48:53,Küssnacht,"$82,125.93"
+41 777865594,Catherine Näf,CH1845111103960843990,10:35:39,nesciunt.tiff,America/Belize,-69.581741,Tahitian,1986-08-04,Palau,2014-08-29T01:52:43,2015-05-01 12:49:29,Gland,$143.04
+41772081455,Jannik Kohler,CH3335680373426997304,12:21:51,eum.flac,Indian/Comoro,-4.711143,Telugu,2007-03-06,Afghanistan,1973-05-12T21:03:44,1999-04-01 03:55:03,Val-de-Ruz,$5.66
+410776165469,Cécile Frey,CH8045733650078715431,13:29:29,quibusdam.mp3,America/Dominica,40.5142455,Thai,2008-12-27,Burkina Faso,1989-01-15T13:14:54,1999-02-25 13:12:19,Wallisellen,$2.32
+410795622304,Heinrich Meister,CH3414967280549437612,00:33:54,molestiae.mp3,America/Caracas,7.761380,Hindi,1992-12-24,Canada,2021-09-05T09:35:01,2022-12-06 11:00:23,Cham,"$2,845.05"
+410794703910,Geraldine Iten,CH4653689201840796965,16:40:36,dolores.png,America/Belize,-87.1319015,Kongo,2001-04-11,Benin,2007-03-17T13:16:27,1982-04-27 18:44:25,Gland,"$86,543.92"
+41784644288,Noa Stucki,CH3394177838918742482,22:18:31,tempora.js,Africa/Ouagadougou,-81.167994,Kikuyu,2021-04-23,Federated States of Micronesia,2010-06-20T03:02:37,2003-07-03 02:58:08,Altstätten,$75.10
+41 765557793,Beate Burri,CH7318408028937169735,15:23:03,asperiores.mov,Asia/Kabul,-49.993382,Interlingue,1980-07-13,Portugal,1998-11-03T03:00:36,1971-07-22 09:44:04,Wallisellen,$672.92
+41 782655451,Selma Scheidegger,CH5240212247019621123,05:15:03,aliquid.bmp,Asia/Riyadh,42.224808,Croatian,2017-01-31,Honduras,2011-08-27T18:23:48,1993-03-26 20:52:35,Monthey,$837.60
+41(0)777367132,Wilhelm Schaub,CH7682189459525322243,08:05:31,voluptates.wav,Asia/Dushanbe,60.749957,Telugu,1975-03-01,Eritrea,2005-09-25T17:18:13,1986-06-14 18:24:34,Adliswil,"$90,853.17"
+41(0)794835125,Mike Bühlmann,CH2754904240883201637,09:58:07,quae.json,Europe/Sarajevo,-44.5579885,Akan,2021-05-16,Belarus,1990-02-04T17:41:41,1983-09-25 01:02:20,Gossau,$94.62
+41 0791845521,Baris Schlatter,CH1534185849251586589,06:26:14,iste.bmp,America/Havana,-81.6501525,North Ndebele,1972-07-27,Jordan,1998-12-24T06:50:58,1993-10-09 23:08:02,Dietikon,$36.74
0793822818,Gani Berger,CH4867134178963534681,04:59:05,incidunt.gif,America/Santo_Domingo,-55.2848295,Abkhazian,1983-08-01,People's Republic of China,2010-08-12T11:20:42,1981-02-19 12:36:00,Richterswil,$546.67
+41 763922136,Andreia Felder,CH6721376933544872344,04:18:08,recusandae.webm,America/St_Kitts,35.7464885,Ganda,1984-12-05,South Korea,2018-04-06T23:10:46,2020-07-05 10:35:41,Arth,"$36,041.10"
+41 766510142,Saverio Ackermann,CH9551988843825419427,20:12:58,perspiciatis.mp4,Europe/Vienna,-66.5981255,Javanese,1972-12-03,North Macedonia,1985-12-02T05:27:58,2019-01-21 00:34:29,Chur,$3.26
+41 793792366,Regula Walter,CH6101187054555622846,13:24:02,qui.mp3,America/La_Paz,-39.350323,Shona,2011-11-05,Cape Verde,1973-03-28T03:23:28,2006-05-25 00:55:35,Adliswil,"$88,187.42"
+41770225892,Musa Steinmann,CH9213809774178444621,05:24:30,quae.mp3,Pacific/Efate,-70.341492,Korean,2021-08-31,People's Republic of China,2013-04-18T02:13:21,1991-09-24 01:00:52,Rüti,$150.08
+41 0787277443,Mia Schenk,CH4957736837265860838,02:51:44,veniam.odt,Europe/Lisbon,49.715699,Slovak,2016-06-28,Zambia,2016-09-09T10:48:11,2022-10-08 07:27:20,Vevey,$2.70
+41 0780135648,Myrta Zbinden,CH0596024407468545714,00:43:06,nesciunt.mp3,Africa/Ndjamena,51.201918,Irish,1999-12-08,Saint Lucia,1975-11-20T05:22:26,1993-08-31 17:37:29,Zollikon,"$5,269.75"
+410771570019,Béatrice Bianchi,CH0955681610285766331,23:56:16,libero.pptx,Europe/Stockholm,1.115091,Amharic,1989-04-03,Germany,1982-06-04T05:24:10,2001-12-06 10:50:36,Altstätten,$9.72
+41 762914186,Darko Baumgartner,CH6676956463811664970,11:41:12,quis.gif,Pacific/Easter,-68.283720,Aymara,1972-04-22,United States,2003-03-28T01:13:00,1985-02-02 17:12:28,Wetzikon,$866.20
+41(0)761496829,Marie Wirth,CH9567301065267869577,16:56:10,accusantium.wav,Africa/Djibouti,-36.0899475,Afar,1992-11-25,Portugal,1996-12-13T16:28:35,1997-03-18 10:16:52,Naters,$9.80
+41 791475600,Edward Wirth,CH7670445624898369962,20:02:39,amet.pptx,Asia/Amman,-85.6193595,Church Slavic,1977-06-02,Vietnam,1990-02-13T03:27:50,1994-05-30 00:03:07,Vernier,"$62,577.87"
+41 770032244,Zeljko Hofstetter,CH5874998212768511197,10:20:29,sint.jpeg,Pacific/Guadalcanal,18.763151,Croatian,1972-07-11,Iceland,2002-04-25T21:27:46,2005-09-09 03:35:44,Burgdorf,$475.61
0774094346,Luca Staub,CH9270169272791203846,20:45:56,soluta.avi,Atlantic/Cape_Verde,-0.979208,Afar,2013-09-19,Cambodia,1971-05-12T23:29:44,2010-05-03 10:29:03,Aarau,$1.94
+41775551913,Caspar Näf,CH6912454347243899968,20:21:20,assumenda.wav,Asia/Dhaka,58.936909,Yoruba,1987-07-06,Belarus,2003-02-04T01:38:42,1972-01-24 14:53:34,Wetzikon,"$22,153.06"
+41 0772881933,Lidija Stucki,CH7437727406962233863,17:18:59,ipsa.pages,Europe/Vatican,-50.639262,Spanish,2005-06-12,CÃ´te d'Ivoire,2002-09-10T03:23:07,2023-08-09 21:37:36,Wallisellen,"$60,488.03"
+410780132897,Cosimo Widmer,CH7355494560535130831,11:46:09,optio.key,Asia/Aden,44.119144,Interlingua,2016-08-26,Bahamas,1990-05-11T01:00:50,2021-09-09 01:27:29,Wetzikon,"$57,954.71"
0793842447,Diane Bianchi,CH5676389873631148786,23:37:00,aliquid.mov,Africa/Freetown,53.6310015,French,2000-02-16,Venezuela,2019-06-19T00:35:55,2017-04-23 01:49:41,Crans-Montana,"$30,844.70"
+410784012322,Zsolt Lehmann,CH2026934920778549353,00:37:26,corporis.txt,America/Tijuana,59.747113,Finnish,1995-06-18,Zambia,2015-03-15T09:46:23,2006-07-17 07:47:46,Thônex,"$97,640.36"
+41 792011054,Gabrielle Maurer,CH2463384405486919543,01:31:08,maxime.xls,Africa/Dar_es_Salaam,-68.2090985,Walloon,1986-04-19,Djibouti,2016-07-31T03:26:40,1980-09-04 14:41:18,Bülach,"$54,332.88"
+410781283427,Pablo Friedli,CH5621571659455658395,09:00:38,magnam.html,Asia/Vientiane,89.9967935,Ukrainian,1982-10-06,Iraq,1973-02-17T18:58:12,1989-11-23 18:58:15,Aesch,"$72,062.74"
