email,zrnr,iban,hostname,company,city,date_time,iso8601,time,pricetag,timezone,file_name,country,random_number,bank_country
gisela.löchel@gmx.de,JB-3609-0364-BANK,DE19389328607092941603,email-16.lehmann.org,Beyer e.V.,Wernigerode,2014-09-08 05:06:12,1972-06-10T13:00:52,20:17:53,"7.911,27 €",Atlantic/Cape_Verde,dauern.wav,Ecuador,97742,DE
viktor.bauer@gmx.de,JB-7012-0501-BANK,DE04178989645782216971,lt-71.meister.net,Krein GmbH & Co. OHG,Tirschenreuth,2019-01-26 02:29:24,2006-09-21T18:47:41,14:32:16,"882,45 €",Pacific/Port_Moresby,Welt.csv,Griechenland,85598,DE
hubert.junken@hotmail.com,JB-3380-1920-BANK,DE09174315839789935198,laptop-14.riehl.net,Sölzer,Wittenberg,2015-03-21 14:08:57,2020-10-02T21:09:01,14:14:24,"4.185,67 €",Europe/Athens,gegen.mp4,Tokelau,189410815,DE
bertold.börner@gmail.com,JB-0526-6317-BANK,DE39658388690111346138,email-54.fischer.de,Förster,Zossen,2018-10-06 03:29:23,2005-11-01T22:47:25,17:03:30,"12.766,00 €",Africa/Nairobi,darin.js,Tschad,3787178,DE
anna-maria.jopich@proton.ch,JB-6478-2103-BANK,DE27437838884428527388,lt-97.junitz.com,Thanel GmbH,Bad Kreuznach,1980-07-07 15:30:53,1975-05-31T02:01:37,11:53:56,"41.438,80 €",America/Asuncion,Eltern.webm,Malawi,64,DE
bruno.fritsch@hotmail.com,JB-2869-7528-BANK,DE53904658112866746510,email-58.holsten.de,Hermann Faust KG,Rochlitz,1990-09-11 01:22:08,2002-11-15T22:59:44,20:40:02,"40,78 €",Africa/Asmera,weil.html,Botsuana,33108817,DE
niels.plath@proton.ch,JB-3888-7107-BANK,DE46297107675013859904,desktop-05.muelichen.net,Seifert,Eilenburg,1977-10-30 11:53:25,1982-06-05T18:37:00,21:02:46,"1,22 €",Europe/Podgorica,setzen.pptx,Portugal,622053106,DE
sofia.kobelt@gmail.com,JB-7676-3471-BANK,DE16180188320776087701,laptop-75.scheel.com,Heidrich,Vilsbiburg,1992-07-16 20:19:21,1986-12-14T02:57:09,01:26:23,"8.330,57 €",America/Montevideo,las.pdf,Türkei,9855,DE
stanislaus.klemm@proton.ch,JB-3148-5824-BANK,DE30794821332973375425,web-46.karge.de,Bender,Hohenmölsen,2005-05-02 05:17:30,2015-05-03T19:20:28,22:23:50,"14,87 €",Asia/Tbilisi,wissen.mp3,Zentralafrikanische Republik,9376,DE
elise.mielcarek@proton.ch,JB-1680-7919-BANK,DE75961612590919340748,lt-59.drewes.com,Klemm,Pasewalk,2010-06-08 16:26:33,2018-12-18T06:08:17,15:03:46,"18.196,92 €",America/St_Johns,Bein.flac,Guinea,6,DE
toralf.becker@msn.com,JB-6259-0305-BANK,DE76178917074155759145,srv-79.lindau.de,Anders KG,Quedlinburg,2007-02-26 02:10:14,1996-07-19T13:20:25,20:07:03,"59,25 €",Europe/Monaco,danach.mp4,Sonderverwaltungszone Macao,3893,DE
lidia.börner@gmx.de,JB-1904-4433-BANK,DE35699997622838813511,db-98.schleich.com,Reinhardt KG,Greifswald,1987-04-16 00:42:10,2022-12-01T02:53:52,16:46:54,"5.616,39 €",Indian/Mahe,Buch.avi,Guinea,1327,DE
alexej.ernst@proton.ch,JB-7719-7166-BANK,DE42410328067382450254,db-50.wiek.de,Jopich Schleich OHG mbH,Kemnath,1974-02-02 18:56:36,2007-05-24T16:58:03,10:30:15,"39.114,91 €",Africa/Djibouti,Geld.css,Marokko,2869,DE
evelyne.scheibe@proton.ch,JB-1943-1741-BANK,DE27310068016835617577,srv-74.lehmann.com,Steinberg GbR,Gütersloh,1995-08-03 00:54:15,2006-10-16T06:33:16,06:56:46,"2.561,03 €",Indian/Antananarivo,als.pages,Belgien,38838,DE
nuri.bauer@proton.ch,JB-4939-7300-BANK,DE50092096222652473839,lt-66.kraushaar.de,Kobelt Rohleder Stiftung & Co. KGaA,Jüterbog,2015-04-21 21:47:31,1999-05-22T20:46:05,11:05:38,"94.253,03 €",America/Antigua,dürfen.pages,Bangladesch,89,DE
magret.carsten@msn.com,JB-4897-3051-BANK,DE95303185344698140190,db-56.bruder.de,Trub KG,Illertissen,1999-09-15 21:06:36,1978-02-26T13:17:17,03:54:36,"2.150,00 €",Europe/Amsterdam,Gott.bmp,Singapur,30,DE
tilman.schomber@hotmail.com,JB-0725-4244-BANK,DE92043045951709945631,db-26.gutknecht.net,Gröttner GmbH,Gotha,1999-01-27 21:25:36,2014-09-28T23:11:54,00:35:04,"789,29 €",Africa/Maseru,die.json,St. Martin,45721243,DE
georgine.mälzer@msn.com,JB-1869-0363-BANK,DE08888417213882113308,desktop-33.klemm.de,Wohlgemut,Kyritz,2001-02-06 10:04:12,2017-10-14T21:51:27,01:38:18,"3.543,78 €",Africa/Bissau,fliegen.numbers,Pakistan,91245,DE
hubert.pechel@msn.com,JB-7715-3072-BANK,DE31919402365522581140,db-80.bruder.com,Schaaf Jungfer KG,Hildesheim,2015-11-29 13:59:56,1986-11-25T02:46:54,10:32:36,"62.835,11 €",Asia/Thimphu,sonst.js,Dschibuti,1,DE
alfred.caspar@hotmail.com,JB-1242-6098-BANK,DE10595203506447814642,desktop-68.soelzer.com,Hellwig AG,Herford,2007-05-09 22:16:12,2009-11-23T07:52:11,17:28:25,"1.532,95 €",Asia/Choibalsan,deshalb.mp3,Fidschi,2531189,DE
david.henk@proton.ch,JB-1560-6226-BANK,DE16544785720196970366,db-40.bohnbach.net,Lange AG,Kitzingen,2019-08-05 10:51:48,1994-09-15T17:21:14,11:12:21,"4,62 €",Europe/Minsk,laut.jpeg,Ägypten,26957,DE
marvin.margraf@msn.com,JB-3714-5981-BANK,DE28330197450074866842,lt-04.kroker.org,Riehl Hauffer GmbH & Co. KGaA,Naila,2019-10-20 14:57:56,2012-07-30T18:25:06,13:38:14,"7.024,96 €",Asia/Dushanbe,trinken.pptx,Bosnien und Herzegowina,8,DE
trudel.renner@aol.com,JB-4978-7482-BANK,DE35223014596360947050,email-17.martin.com,Junken Gnatz GmbH,Burg,1975-03-15 09:08:45,2012-11-15T18:09:13,01:21:52,"5,55 €",Asia/Qatar,Wald.mp3,Cookinseln,8909,DE
conny.caspar@proton.ch,JB-1033-6962-BANK,DE91633171792243251884,srv-69.weiss.net,Mielcarek,Apolda,1988-01-01 09:34:54,1998-05-08T01:57:51,19:28:37,"72.491,46 €",Pacific/Enderbury,das.jpg,Tschad,1,DE
solveig.kabus@gmail.com,JB-7877-0237-BANK,DE77187725122689408407,desktop-12.henck.com,Kroker GmbH,Ueckermünde,2010-07-25 03:30:10,1985-12-10T02:32:43,20:23:57,"6,06 €",Europe/Warsaw,wenig.flac,Uganda,8511,DE
heino.lachmann@gmail.com,JB-0230-6819-BANK,DE64429270325425826866,email-44.barth.de,auch Schlauchin KG,Melsungen,1998-01-07 08:51:05,2005-09-24T19:10:31,07:54:41,"74.223,12 €",Asia/Tehran,genau.mp3,Costa Rica,287229984,DE
timm.carsten@msn.com,JB-3917-1455-BANK,DE38621556171980560196,lt-83.schmiedecke.de,Kaul AG,Lüneburg,1971-03-03 01:21:54,2015-05-03T15:41:09,02:56:02,"6.832,61 €",Africa/Harare,Welt.html,Costa Rica,3609,DE
hans-joachim.striebitz@gmail.com,JB-4340-3071-BANK,DE43711228715921544883,email-03.jessel.de,Ziegert,Osterode am Harz,2012-08-16 21:22:23,1976-06-22T07:10:16,13:14:30,"10,96 €",Asia/Taipei,was.wav,San Marino,6387,DE
gerlinde.hartung@gmail.com,JB-1819-5720-BANK,DE46836604778432856900,laptop-07.scheibe.de,Dehmel,Gerolzhofen,2010-09-20 07:09:55,1983-05-19T19:49:52,08:29:36,"960,04 €",Asia/Phnom_Penh,haben.html,Benin,3687,DE
undine.hamann@aol.com,JB-7094-1888-BANK,DE20975613761262273928,srv-54.weller.com,Mies Stiftung & Co. KGaA,Karlsruhe,1994-10-15 02:04:28,1990-04-28T16:26:36,15:30:52,"34.016,85 €",Indian/Mauritius,haben.csv,Tschad,302333686,DE
burckhard.weller@hotmail.com,JB-2944-3726-BANK,DE64395522937036165679,web-91.hartmann.net,Stiffel,Wunsiedel,1982-02-19 03:42:35,2010-04-18T10:11:42,16:55:57,"76.941,51 €",Africa/Malabo,nicht.png,Osttimor,3,DE
aziz.neureuther@aol.com,JB-5119-3532-BANK,DE53404335182455604824,db-06.reinhardt.com,Wende GmbH & Co. KG,Görlitz,1975-03-01 11:19:18,1992-06-06T07:57:17,10:14:09,"25.010,20 €",America/Havana,merken.jpg,San Marino,55141083,DE
victor.krebs@gmx.de,JB-1993-4027-BANK,DE51674595924220178841,web-66.huebel.com,Salz,Eisenberg,2011-10-17 06:38:33,2013-10-29T08:41:35,21:52:39,"8.460,84 €",America/Bahia,will.xlsx,Chile,8,DE
joerg.bähr@gmail.com,JB-0358-5693-BANK,DE78835633088274588444,desktop-73.troest.com,Beer GmbH & Co. KGaA,Meiningen,2019-09-17 00:45:17,2015-11-22T00:51:28,13:08:14,"97,20 €",Africa/Lubumbashi,Herz.mp3,Griechenland,45846,DE
wendelin.barth@aol.com,JB-5702-4143-BANK,DE46167651983912275450,lt-54.hecker.net,Stiffel GmbH,Lobenstein,2009-03-13 14:19:00,1991-01-07T02:04:26,05:04:53,"99.068,63 €",Africa/Cairo,beißen.gif,Kap Verde,10349,DE
konstantin.schenk@gmail.com,JB-6874-6626-BANK,DE76982396578232770928,email-73.conradi.de,Ullrich Weinhold GbR,Stade,2014-04-16 16:09:27,2012-07-11T01:06:39,07:15:39,"67.574,87 €",Europe/Vienna,Affe.webm,Libyen,5874854,DE
gereon.thanel@gmail.com,JB-0322-2871-BANK,DE31211899866544526581,srv-81.niemeier.de,Hamann GmbH,Borna,1988-04-05 20:36:58,1992-10-01T18:48:06,23:22:49,"73,48 €",Pacific/Palau,fressen.png,Äußeres Ozeanien,366,DE
isabella.junck@gmail.com,JB-4752-5557-BANK,DE43447088691784065721,laptop-10.lange.net,Junk Martin e.V.,Lichtenfels,1997-03-19 05:14:30,1972-03-31T20:34:45,16:32:09,"17,60 €",Asia/Thimphu,werden.key,Westsahara,275,DE
imre.gutknecht@hotmail.com,JB-2833-2327-BANK,DE70186807591356144935,email-67.neureuther.com,Hölzenbecher,Berchtesgaden,2017-08-19 05:34:38,1990-11-06T14:58:16,15:45:36,"94,10 €",Africa/Nairobi,mich.xls,Slowakei,8,DE
olga.söding@hotmail.com,JB-5112-3503-BANK,DE56194981146063370919,laptop-50.roehricht.com,Ditschlerin,Pinneberg,1992-09-02 22:39:45,1997-08-22T11:13:55,22:02:30,"1,48 €",Asia/Ulaanbaatar,fahren.mov,Slowakei,3839124,DE
torsten.förster@proton.ch,JB-5051-4812-BANK,DE66948174382740078286,laptop-43.striebitz.com,Kraushaar,Soest,2022-08-22 09:57:42,1990-06-01T03:38:12,18:34:09,"8,90 €",Africa/Abidjan,glauben.flac,Australien,82,DE
irmingard.stiebitz@proton.ch,JB-2443-6848-BANK,DE74601368151117382854,laptop-18.gierschner.com,Heidrich AG & Co. OHG,Neu-Ulm,2017-11-27 12:50:20,2008-11-08T11:32:04,01:40:47,"14,31 €",Atlantic/Azores,dunkel.mov,Amerikanisch-Samoa,1835943,DE
franz josef.heser@gmx.de,JB-0191-2140-BANK,DE27412505375906379522,laptop-79.niemeier.com,Jacobi Jäckel Kohl OHG mbH,Sigmaringen,1993-11-09 05:41:06,2009-03-12T20:17:09,14:58:40,"3,07 €",Africa/Freetown,nicht.doc,Grönland,643743,DE
knud.blümel@hotmail.com,JB-0162-1547-BANK,DE15657146656873582961,srv-93.kruschwitz.org,Reuter,Greiz,1985-07-31 05:03:03,2022-03-05T16:47:51,02:46:41,"8,67 €",Asia/Kashgar,allein.bmp,China,99408,DE
irmtraud.tröst@msn.com,JB-1393-2347-BANK,DE91566194652385051945,laptop-07.ruppert.com,Huhn Warmer e.V.,Neustrelitz,2020-01-19 18:57:14,1970-10-16T10:28:53,23:52:57,"3.943,37 €",Africa/Dar_es_Salaam,rund.csv,Lesotho,790963,DE
franca.killer@hotmail.com,JB-4862-5110-BANK,DE18660871106144474519,email-64.tschentscher.com,Otto KG,Jüterbog,1982-06-21 04:26:55,1971-07-31T21:07:18,22:29:41,"2,35 €",Europe/Andorra,schlecht.flac,Mosambik,39760,DE
andrej.paffrath@aol.com,JB-3471-6534-BANK,DE68793980628108474508,srv-55.gnatz.net,Köster,Parchim,1984-12-04 19:42:37,1976-11-13T09:08:30,21:24:31,"32,60 €",Europe/Vatican,allein.mp3,Mayotte,223182,DE
leyla.hartmann@aol.com,JB-6222-0755-BANK,DE33340693259493642198,laptop-07.stoll.de,Hamann,Naila,1971-10-10 08:22:37,2015-02-03T11:32:37,21:57:16,"9.242,00 €",Europe/San_Marino,reiten.bmp,Liechtenstein,14773,DE
carl.harloff@aol.com,JB-2216-5592-BANK,DE92502051635009935017,web-18.kruschwitz.com,Fechner,Schwarzenberg,2004-07-26 21:23:43,1997-07-18T05:44:03,13:31:03,"4.125,93 €",Africa/Freetown,drei.wav,Costa Rica,1246972,DE
kaspar.lehmann@gmail.com,JB-1860-3558-BANK,DE19841725126142638706,lt-27.weiss.org,Schönland Langern e.V.,Backnang,1998-08-04 05:05:46,2015-01-20T18:00:01,17:41:38,"1,66 €",Europe/Copenhagen,zwischen.html,Weihnachtsinsel,43527950,DE
diethard.hölzenbecher@hotmail.com,JB-3399-6990-BANK,DE44363314514717401436,srv-25.rose.org,Schuchhardt AG,Coburg,1992-04-28 20:41:37,1974-07-15T03:07:17,03:37:24,"51,05 €",Africa/Bamako,Angst.odt,Serbien,28410932,DE
jörn.bloch@proton.ch,JB-7430-6105-BANK,DE54840162998087750919,web-97.haase.de,Zobel Mielcarek GmbH,Miesbach,1981-06-23 13:23:16,1985-06-29T07:20:02,19:07:19,"162,24 €",Asia/Riyadh,Vater.mov,Vietnam,41387297,DE
pauline.seidel@gmail.com,JB-3781-6124-BANK,DE88802767613837533120,laptop-25.pechel.org,Krause Weimer GmbH,Demmin,1973-03-10 01:08:12,2013-02-18T15:43:08,15:23:43,"19,42 €",Africa/Banjul,wissen.png,Anguilla,0,DE
rebecca.drub@msn.com,JB-3923-2245-BANK,DE93323230929513215592,desktop-29.huebel.com,Berger,Brilon,1981-07-09 10:59:33,1998-03-11T06:09:55,21:32:07,"19,57 €",Africa/Lagos,Leben.mov,Syrien,30,DE
birgitta.jacob@proton.ch,JB-1257-6928-BANK,DE24889217026815894532,db-35.mies.net,Rosemann,Gera,1970-02-03 03:18:17,1997-04-13T20:07:26,22:48:29,"6.420,06 €",Pacific/Nauru,also.csv,Luxemburg,977,DE
steffen.mentzel@proton.ch,JB-4227-7289-BANK,DE53990285246715936478,db-87.loewer.org,Jähn KG,Regensburg,1980-04-27 02:47:27,1979-02-19T07:06:24,04:04:43,"4,04 €",Asia/Magadan,nennen.flac,Kuwait,865292522,DE
gunda.finke@aol.com,JB-1235-4230-BANK,DE42402742792588808363,desktop-37.rogge.de,Warmer Lindau AG,Rosenheim,2010-07-16 13:13:12,2011-08-25T23:44:23,01:12:37,"18.053,52 €",Africa/Casablanca,sollen.mp3,Burkina Faso,1444,DE
micha.gröttner@gmail.com,JB-5054-5000-BANK,DE89804440345279697603,desktop-17.henschel.de,Kühnert Schlosser KGaA,Sangerhausen,1976-05-18 10:13:04,1971-10-04T20:36:53,09:10:50,"43,25 €",Europe/Tallinn,dann.mp4,Französisch-Guayana,675,DE
kreszentia.heinz@msn.com,JB-6981-5946-BANK,DE51329257872989070051,db-86.moechlichen.de,Hentschel Schmiedecke e.V.,Hünfeld,2020-07-31 23:08:13,1997-02-05T06:15:59,21:02:43,"0,69 €",Africa/Malabo,gar.gif,Bahamas,9580301,DE
urban.ullmann@aol.com,JB-7302-3392-BANK,DE43092514732952438877,laptop-34.haering.com,Riehl KG,Büsingen am Hochrhein,1995-03-13 22:20:11,2002-11-10T14:54:09,09:24:31,"91.838,93 €",Asia/Vientiane,alle.mov,Benin,3662626,DE
iris.fechner@hotmail.com,JB-7493-7414-BANK,DE13621942930919777438,desktop-40.briemer.com,Fechner Franke AG,Eberswalde,2004-08-07 01:16:00,1990-06-07T13:13:00,01:13:14,"19,38 €",Europe/Zurich,wenn.doc,St. Kitts und Nevis,660293571,DE
petar.ring@hotmail.com,JB-3503-2960-BANK,DE18651015159051662866,web-95.bien.net,Binner,Ebern,2011-07-30 14:47:03,1981-12-29T03:19:33,21:23:50,"104,21 €",Europe/Vatican,Bruder.css,Guinea,354,DE
erdogan.fischer@msn.com,JB-1617-7232-BANK,DE28657647189638539160,db-54.riehl.com,Mende Junitz OHG mbH,Konstanz,1983-04-01 07:33:48,1986-08-27T16:46:00,01:54:46,"21,30 €",Asia/Jerusalem,zum.mp3,Deutschland,0,DE
alfons.krebs@msn.com,JB-6215-4012-BANK,DE42693311599023299315,srv-87.geisel.org,Hiller Ackermann GmbH,Stadtroda,1998-06-26 11:36:23,2007-12-31T00:19:23,03:48:32,"9.057,19 €",Africa/Gaborone,bringen.xlsx,Philippinen,417339037,DE
nelli.schmidtke@msn.com,JB-0830-7343-BANK,DE81551914007544143562,lt-59.lachmann.com,auch Schlauchin,Erfurt,1980-09-15 13:17:39,2007-12-30T21:24:50,02:17:30,"128,90 €",America/La_Paz,Hilfe.avi,Afghanistan,711446,DE
constantin.wulff@aol.com,JB-2659-3697-BANK,DE23156082305384339886,laptop-85.giess.de,Nohlmans,Sankt Goarshausen,1994-02-15 01:28:52,1988-08-25T16:21:52,12:19:38,"585,33 €",America/Panama,hoch.jpeg,Japan,90866,DE
rochus.boucsein@gmx.de,JB-4648-6519-BANK,DE12187064339075156365,lt-85.wesack.com,Fritsch GbR,Lemgo,1974-03-03 09:25:31,1996-07-06T01:55:46,13:00:11,"6.021,12 €",Asia/Makassar,am.bmp,Liechtenstein,505,DE
lili.ruppersberger@aol.com,JB-2385-5135-BANK,DE61865352940800476800,desktop-99.ernst.com,Karz Jessel GmbH & Co. KG,Osterode am Harz,1988-06-01 00:45:39,2000-05-20T23:06:10,11:45:21,"2.296,02 €",Europe/Copenhagen,Sache.wav,Mauritius,8439216,DE
rotraut.zorbach@proton.ch,JB-1849-3364-BANK,DE97491837866268952473,lt-73.conradi.net,Tschentscher Buchholz e.G.,Grimma,2008-08-01 08:04:05,2005-10-18T00:51:11,02:46:01,"67.711,42 €",Asia/Brunei,wohnen.jpeg,Papua-Neuguinea,25,DE
branka.scholtz@msn.com,JB-2678-4696-BANK,DE29373776549544625204,srv-17.faust.org,Jäntsch Kaul AG,Ansbach,2018-02-12 08:06:27,1996-06-29T11:08:42,11:28:00,"432,47 €",Europe/Minsk,wird.json,Iran,630958,DE
eva-maria.seifert@msn.com,JB-0590-3395-BANK,DE33123522698362083614,db-58.schottin.org,Roskoth,Eichstätt,1995-09-15 12:25:01,1981-10-23T00:00:51,15:35:18,"37.022,22 €",Africa/Mogadishu,scheinen.mov,Nicaragua,65654754,DE
agata.höfig@msn.com,JB-5078-3656-BANK,DE31256161550091877953,web-11.rosenow.de,Pechel,Badalzungen,1973-05-20 09:46:45,1991-08-02T16:03:06,22:12:59,"4.444,80 €",America/Asuncion,her.png,Bahamas,60377416,DE
semra.conradi@aol.com,JB-1484-0222-BANK,DE72077429462345878674,email-91.heuser.de,Spieß Blümel KG,Ochsenfurt,1993-03-08 06:55:52,1973-10-17T12:54:05,19:05:37,"6.827,88 €",Europe/Brussels,Beispiel.css,Lettland,5,DE
johanna.stoll@msn.com,JB-3687-1362-BANK,DE95515663438300133506,lt-40.baum.net,Heinz Gorlitz KGaA,Freising,2002-11-24 21:26:22,2019-05-18T15:35:06,08:47:38,"2,08 €",America/Anchorage,allein.txt,Niger,2,DE
alexa.wulf@msn.com,JB-5179-5062-BANK,DE91621685378463076265,db-27.dobes.de,Rosenow e.V.,Darmstadt,1978-08-04 04:34:00,1974-04-06T16:51:20,00:14:32,"80.336,62 €",Pacific/Port_Moresby,Jahr.ods,Färöer,9,DE
heike.vogt@msn.com,JB-7863-0922-BANK,DE84201430048118696802,lt-97.seidel.com,Kuhl OHG mbH,Hettstedt,1980-12-07 09:24:14,2014-07-07T20:04:45,18:11:24,"8.693,75 €",Africa/Niamey,See.odp,Sri Lanka,71,DE
anne-rose.ehlert@proton.ch,JB-4099-2516-BANK,DE90832843621968143885,db-99.roskoth.de,Seidel Binner AG & Co. OHG,Donaueschingen,1983-03-25 18:24:56,2022-08-08T07:01:19,10:29:57,"66,21 €",Europe/Tirane,wie.jpg,Antarktis,55,DE
frieda.bohlander@aol.com,JB-4148-5999-BANK,DE68531947103182699352,db-79.kuhl.de,Junk,Meißen,1971-12-02 22:41:14,1987-03-19T21:25:54,18:33:41,"875,77 €",Australia/Darwin,hinter.mov,Antarktis,73,DE
juergen.briemer@hotmail.com,JB-4220-5570-BANK,DE60683806981151906789,lt-25.hoffmann.com,Hahn,Lörrach,2005-08-12 00:58:33,1995-11-04T06:17:47,18:44:57,"9,18 €",Europe/Athens,zehn.mov,Dschibuti,92226,DE
karl-peter.blümel@gmx.de,JB-1564-6469-BANK,DE58416159208724412787,web-59.wohlgemut.de,Winkler Gunpf Stiftung & Co. KGaA,Einbeck,2016-03-29 06:21:43,2008-11-14T00:15:16,15:55:02,"1,56 €",America/Nome,voll.mp4,Italien,7844377,DE
anna-luise.lehmann@msn.com,JB-7491-2961-BANK,DE80371050959651021592,db-79.stolze.org,Trommler,Bersenbrück,2022-09-14 22:23:44,1985-09-03T16:22:08,06:59:53,"12.144,75 €",Europe/San_Marino,Teller.tiff,Französisch-Guayana,43115258,DE
karl heinz.mühle@gmx.de,JB-6782-2908-BANK,DE57895761059899859004,db-43.roht.de,Hesse,Gifhorn,1986-03-07 09:54:30,1995-11-11T04:18:14,12:07:38,"7.508,06 €",Asia/Pyongyang,war.wav,Bahrain,52393,DE
janet.kroker@hotmail.com,JB-0282-6584-BANK,DE45643905482038571428,db-95.hande.de,Mangold,Melle,1989-06-28 07:09:43,2020-02-05T00:12:57,13:42:38,"85,80 €",Europe/Rome,Ferien.webm,Ägypten,19,DE
berend.stiebitz@aol.com,JB-4636-5414-BANK,DE05679448815323803475,laptop-20.mies.de,Mohaupt OHG mbH,Berchtesgaden,2023-04-30 15:44:36,1997-06-15T05:41:31,16:41:39,"9.608,33 €",America/Cancun,halten.odt,Guyana,9,DE
hans-hermann.budig@gmail.com,JB-3960-3211-BANK,DE31626632370356469767,srv-66.kade.de,Butte Jockel AG,Wittmund,1972-02-12 02:35:52,1982-12-17T08:38:32,21:10:54,"80.196,61 €",Asia/Dili,Luft.json,Bolivien,343301,DE
ingried.häring@proton.ch,JB-1728-7779-BANK,DE61994342977569780375,web-68.hahn.net,Nerger,Cloppenburg,2014-07-29 18:33:11,2007-08-12T01:22:12,20:30:27,"4.924,52 €",Asia/Colombo,dauern.docx,Syrien,593183968,DE
wolf-dietrich.hein@gmx.de,JB-5450-1482-BANK,DE75652217642861099109,web-09.henk.de,Jäntsch Preiß Stiftung & Co. KGaA,Kaiserslautern,1997-12-24 08:40:24,1991-01-17T16:32:56,14:03:36,"297,95 €",Europe/Tallinn,erschrecken.css,Cookinseln,91,DE
filippo.wende@gmail.com,JB-4727-7049-BANK,DE53701838517819464290,email-86.loechel.de,Hande,Regensburg,2003-12-28 10:48:46,1974-01-11T12:52:00,12:05:47,"1,38 €",Africa/Dakar,dürfen.mp4,Sambia,39266,DE
hartwig.etzler@aol.com,JB-3484-3479-BANK,DE51733408399906405733,lt-76.aumann.de,Hörle Lorch GbR,Ravensburg,1982-12-10 03:33:23,2021-03-27T12:28:47,18:17:06,"3.983,57 €",Asia/Dili,Vater.jpg,Jemen,26198773,DE
veit.reising@aol.com,JB-2553-5464-BANK,DE65484860415436200107,lt-04.kuhl.net,Thanel GmbH,Großenhain,1994-08-28 12:09:38,1991-08-31T05:32:19,01:58:27,"2.019,66 €",America/Paramaribo,Mann.avi,Island,408,DE
nico.martin@proton.ch,JB-6319-5458-BANK,DE33169234790834785068,web-26.muehle.de,Sontag Herrmann AG,Fulda,1974-09-07 08:22:36,2001-10-14T15:03:24,03:24:47,"2,47 €",Europe/Riga,beide.avi,Paraguay,68758,DE
hans georg.dörr@hotmail.com,JB-2352-7704-BANK,DE52870463827668587815,db-63.renner.com,Scheel,Helmstedt,1999-09-20 03:18:31,2022-09-25T23:47:39,22:49:11,"825,83 €",Asia/Beirut,traurig.mp3,Singapur,945,DE
ercan.müller@aol.com,JB-3128-4775-BANK,DE52998619130067473724,web-92.hartung.org,Mälzer e.V.,Göppingen,2022-04-21 21:24:54,2009-03-18T03:14:45,20:04:05,"53.361,64 €",Africa/Conakry,kochen.mp4,Mongolei,3,DE
gerd.etzold@gmx.de,JB-0567-5090-BANK,DE37742841987326610555,db-70.christoph.de,Killer Bauer AG & Co. KGaA,Fallingbostel,2009-09-17 03:50:50,2009-07-08T00:36:23,10:00:33,"407,47 €",Atlantic/Cape_Verde,Kind.mov,Turkmenistan,4297705,DE
freddy.gude@hotmail.com,JB-5971-1863-BANK,DE42546070300671501352,db-40.juettner.com,Drubin GmbH & Co. OHG,Artern,1994-09-07 18:01:19,1998-02-04T10:39:52,18:39:52,"38.173,81 €",Europe/Prague,Nacht.numbers,Amerikanisch-Samoa,80578,DE
gerolf.mies@gmail.com,JB-2658-7841-BANK,DE69644161098368373968,db-97.geisler.de,Eigenwillig Dietz Stiftung & Co. KGaA,Waren,2004-06-28 12:34:48,1984-02-17T01:55:22,15:16:03,"0,18 €",Asia/Damascus,Weg.avi,Kamerun,338998,DE
tilmann.butte@msn.com,JB-1844-5439-BANK,DE95197973891061684997,db-36.ebert.com,Kambs Drub GmbH,Herzberg,1990-08-26 22:08:10,1971-09-24T09:03:51,00:52:59,"7.524,70 €",Atlantic/Reykjavik,langsam.jpeg,Äthiopien,44770,DE
ivonne.döring@proton.ch,JB-4177-5849-BANK,DE86323126398381198886,desktop-47.gertz.de,Hecker KGaA,Olpe,1990-12-22 11:40:00,1990-01-06T15:28:40,01:47:26,"556,93 €",Europe/Sarajevo,laufen.gif,Turkmenistan,59760,DE
ada.stumpf@proton.ch,JB-5416-7522-BANK,DE15424282158704606298,desktop-59.waehner.de,Hellwig KG,Bremervörde,1998-10-22 17:52:29,1985-06-13T18:28:27,04:40:40,"9,02 €",Europe/Budapest,letzte.jpeg,Osttimor,72383,DE
enver.käster@hotmail.com,JB-5303-0405-BANK,DE88297458845025365044,desktop-38.gunpf.de,Tintzmann Thies GmbH,Schwäbisch Gmünd,1993-08-05 20:26:41,2013-04-15T07:17:08,02:39:51,"1,37 €",America/Santiago,leicht.mp3,Simbabwe,12864,DE
janos.möchlichen@msn.com,JB-4392-4471-BANK,DE51332210026429415686,web-27.van.com,Jopich KG,Kaiserslautern,1992-12-30 02:35:10,1980-12-15T09:18:35,12:40:42,"58.985,40 €",Africa/Luanda,kein.wav,Kambodscha,9746,DE
alwine.mälzer@proton.ch,JB-2468-7206-BANK,DE93397156266681612171,db-30.seifert.net,Blümel GmbH,Halberstadt,1987-03-10 13:56:56,1977-02-22T16:30:45,17:08:34,"1,75 €",Europe/Malta,wichtig.flac,Neukaledonien,46644207,DE
nicolai.schüler@proton.ch,JB-0903-5334-BANK,DE07589555784841201484,laptop-24.zahn.com,Niemeier AG,Rathenow,1994-09-27 07:39:53,2017-07-21T00:31:19,12:09:26,"939,78 €",Europe/Vaduz,rot.mp3,Tschechische Republik,49900,DE
annette.anders@gmail.com,JB-6189-0173-BANK,DE11535475209346088273,email-49.hentschel.de,Wieloch,Mühlhausen,2015-09-24 19:55:51,2010-05-02T22:02:24,18:11:56,"3,65 €",Africa/Abidjan,Pferd.js,Finnland,385,DE
