phone,fullname,address,date,timezone,mac_address,random_number,longitude,bank_country,pricetag,city,iso8601,latitude
+41 782822576,Fatima Peter,"Hessstrasse 31
4184 Val-de-Travers",2013-08-17,Asia/Seoul,ae:23:d2:10:13:0e,6474,146.962663,CH,$217.44,Muttenz,2015-06-08T19:58:06,64.7659025
+41(0)770127951,Lirim Lanz,"Ferraristrasse 39
8900 Pfäffikon",1979-09-10,Europe/Belgrade,8e:43:79:bb:6c:0c,68324063,-50.778989,CH,"$5,168.66",Bern,1974-02-17T13:41:31,26.7601165
+410794542828,Julia Scheidegger,"Bühlmannstrasse 79
9189 Plan-les-Ouates",1987-10-23,Europe/Podgorica,0d:f9:a9:da:e5:d1,60457,97.599897,CH,"$12,469.10",Val-de-Ruz,1985-07-15T01:44:05,-17.806976
+41 0776350503,Françoise Kaiser,"Thommenstrasse 889
9368 Bellinzona",1981-04-25,Africa/Douala,75:4a:33:fa:d9:78,4488,175.010396,CH,$4.52,Neuhausen,2018-11-27T06:57:46,61.274314
+41 791210586,Frédéric Hartmann,"Hofstetterstrasse 83
5559 Neuhausen",1998-09-02,Africa/Harare,d2:5d:b6:81:8c:e2,3695601,-169.448974,CH,"$3,536.95",Weinfelden,2008-06-18T16:15:33,80.219648
+41(0)764200742,Renate Schlatter,"Furrerstrasse 35
7687 Martigny",1997-07-28,Africa/Freetown,e1:59:64:a4:a8:e5,96566,57.807279,CH,$65.52,Montreux,1988-06-20T04:35:05,43.785017
0766346542,Raffael Hartmann,"Gloorstrasse 34
6070 Lyss",1988-11-25,America/Nassau,5b:07:fd:61:6e:6b,4155965,-68.907019,CH,"$32,631.26",Aigle,2021-11-05T12:51:18,24.231829
+410762751970,Alena Hofer,"Pfisterstrasse 37
9466 Bülach",2020-05-14,Europe/Helsinki,f9:28:6a:3f:92:99,0,-134.581333,CH,"$4,108.16",Schaffhausen,1991-03-04T18:30:15,-61.229442
0767030077,Annie Leunberger,"Stalderstrasse 3
1540 Gossau",1986-02-21,Asia/Singapore,8a:30:de:ef:ed:24,5,70.205666,CH,"$95,623.00",Rapperswil-Jona,2004-02-18T18:23:41,-85.7479045
+410796180383,Mike Imhof,"Friedlistrasse 19
4625 Hinwil",2002-10-02,Atlantic/Reykjavik,54:1d:57:08:c3:7d,117,114.812304,CH,"$3,392.69",Arth,2023-01-03T10:11:51,25.773064
+41(0)783423069,Nenad Wolf,"Hoffmannstrasse 573
8577 Muttenz",2003-12-30,Asia/Hebron,85:c4:e4:36:97:0e,16334,-175.297200,CH,$35.15,Bülach,1975-03-16T02:38:29,56.209206
0775267826,Arben Weber,"Vogtstrasse 38
7143 Genf",1972-01-12,Europe/Podgorica,5c:29:b6:d7:3c:76,563,-96.753496,CH,$211.46,Horw,2003-07-08T19:40:37,-11.8385435
+410774655567,Rainer Stutz,"Steffenstrasse 28
7230 Zofingen",2023-08-06,America/Tijuana,3d:88:a8:07:9f:3a,303110434,119.521815,CH,"$17,473.73",Zollikon,1984-08-21T17:07:06,44.1169305
+410794611154,Jeremias Lüscher,"Wegmannstrasse 83
7409 St. Gallen",1972-01-13,America/Paramaribo,46:30:75:6d:5c:a7,38967142,-154.399777,CH,$6.29,Riehen,1999-04-04T20:51:39,22.177931
+41(0)760237740,Gordana Lanz,"Christenstrasse 2
9006 Spiez",2012-06-02,Asia/Bangkok,99:c4:b8:06:41:6b,8047615,-11.927632,CH,$875.38,Steffisburg,1994-01-22T01:55:55,-20.7132705
+41 771784972,Jusuf Lang,"Gasserstrasse 898
7922 Pfäffikon",1972-05-07,Europe/Andorra,10:92:3e:36:c6:2f,5316069,18.751075,CH,"$92,723.39",Siders,1996-01-10T21:38:15,50.490356
+41794327496,Tahir Baumann,"Hermannstrasse 83
9470 Neuenburg",2013-04-24,Africa/Brazzaville,ba:91:10:3d:91:41,795073852,85.408554,CH,"$2,901.08",Siders,1977-11-22T21:46:36,65.081475
+410763355660,Aurel Kuhn,"Stadelmannstrasse 71
3049 Emmen",2016-03-14,America/Argentina/Rio_Gallegos,83:4b:3a:44:95:7b,9874,163.799522,CH,"$31,770.49",Birsfelden,2020-08-18T18:10:11,-63.1781585
+41 762853537,Sara Benz,"Sidlerstrasse 756
9829 Küssnacht",2002-05-30,Africa/Bangui,f8:2f:e1:06:75:f4,926,-163.230397,CH,$489.73,Grenchen,2000-08-23T18:26:52,-88.5571265
+410761414399,Emilia Albrecht,"Fehrstrasse 51
8792 Thun",2023-02-21,Africa/Tunis,84:38:f1:52:ba:25,58,123.768162,CH,"$3,001.26",Renens,1995-09-06T01:49:32,66.9008835
+41(0)760150141,Cyril Hofmann,"Hafnerstrasse 12
4459 Neuenburg",2004-05-10,Africa/Banjul,3a:6d:b3:6d:ed:05,5058,79.962967,CH,$233.76,Dietikon,1974-10-10T17:12:45,87.5949315
+41787720529,Lina Berger,"Hugstrasse 52
8346 Val-de-Ruz",2005-08-17,Indian/Antananarivo,3b:53:33:d9:a6:0a,580977,148.758975,CH,"$9,290.06",Bülach,1973-11-04T05:40:02,53.4078475
+41 0784764137,Patrick Hauser,"Hofmannstrasse 60
3451 Männedorf",1971-04-28,Africa/Maseru,c5:10:a6:07:d9:4f,470691,113.126372,CH,"$96,361.57",Arbon,2019-09-20T15:11:14,-76.562012
+410795585928,German Burri,"Hugstrasse 42
5994 Adliswil",2009-01-02,Europe/Bratislava,c5:36:32:a2:27:78,195255064,-39.444402,CH,"$9,056.80",Veyrier,1979-06-21T00:46:45,-5.353139
+41(0)784221951,Liv Betschart,"Zimmermannstrasse 28
5195 Glarus",1992-11-12,Europe/Athens,ad:67:10:7b:46:32,17934,-10.563356,CH,$2.34,Baden,1983-08-19T09:41:05,-25.0066315
+41 762782023,Carol Maurer,"Merzstrasse 432
7139 Buchs",1992-02-07,Asia/Dushanbe,5a:4e:ef:90:73:9e,16,55.295074,CH,"$1,018.91",Suhr,2016-03-15T16:25:23,-21.1602225
0776802811,Selma Bühler,"Hodelstrasse 26
8108 Bellinzona",2007-01-26,Pacific/Port_Moresby,63:01:f7:6c:32:f2,228366,-85.340184,CH,"$1,652.60",Locarno,1982-06-10T07:01:00,-44.537916
+41 766853220,Merita Schaller,"Steinerstrasse 89
8438 Naters",1999-11-28,Asia/Katmandu,59:8a:23:b1:b0:a1,151,-132.571773,CH,$0.99,Martigny,1983-06-16T00:29:20,76.0174645
+41 760960726,Concetta Brunner,"Wyssstrasse 64
4165 Amriswil",2000-07-22,Pacific/Tongatapu,2b:55:ee:3b:ca:eb,646898,104.805033,CH,"$7,562.30",Kriens,2006-11-24T02:07:52,-50.2437925
+410764644729,Carina Maier,"Gfellerstrasse 95
2333 Montreux",1991-03-19,Africa/Harare,f4:dc:ee:d4:0c:7a,25205,170.103665,CH,"$8,384.58",Uzwil,1996-11-07T18:44:22,-50.1244915
+41(0)773986096,Björn Flückiger,"Blaserstrasse 43
7701 Crans-Montana",2013-07-22,Asia/Tokyo,f1:f0:18:7c:83:bc,303444,152.086100,CH,$177.48,Münchenstein,1990-08-22T07:06:59,1.796854
+41 760383224,Ian Scheidegger,"Walterstrasse 65
1322 Uster",1986-11-04,Africa/Banjul,d5:a7:7b:21:fb:b3,298982220,142.133270,CH,$65.52,Martigny,1979-11-19T06:53:57,-72.4462335
+410765756570,Stefania Hauser,"Wettsteinstrasse 57
4745 Zollikon",1998-11-03,Europe/Copenhagen,9d:04:30:4f:1f:ad,954862893,165.188493,CH,"$54,939.52",Gossau,1972-09-23T17:17:06,-75.5288445
+410795366958,Hanspeter Ritter,"Lehmannstrasse 50
2840 Stäfa",1980-02-03,Africa/Lusaka,ad:93:9f:b1:19:06,3792,-38.967418,CH,"$88,379.43",Lugano,1982-07-26T01:20:47,-37.5342835
0770153754,Beda Aebi,"Bieristrasse 46
1662 Flawil",1998-03-04,Pacific/Efate,8b:b7:ab:7c:4c:ba,762224,51.422820,CH,"$84,730.62",Monthey,1996-03-20T11:31:28,-3.693732
+410781945924,Davide Schenk,"Wüthrichstrasse 817
1230 Männedorf",1973-10-10,Asia/Dhaka,78:8d:c0:5b:4a:7b,60552073,126.914779,CH,$675.67,Zollikon,2002-10-28T20:58:14,-47.4667155
+41 792712805,Katja Knecht,"Siegriststrasse 69
6285 Monthey",2017-03-31,Africa/Dar_es_Salaam,99:c1:0c:fa:3e:3d,353358,-36.042421,CH,"$7,358.60",Chêne-Bougeries,2007-12-13T04:14:35,-86.9299305
+41(0)760174055,Sanja Bieri,"Blaserstrasse 2
7938 Volketswil",2009-10-30,America/Costa_Rica,da:a9:7e:89:50:3f,53906048,64.384777,CH,$217.83,Brig-Glis,2010-07-15T03:26:06,35.6817965
+41784542772,Marilena Meister,"Favrestrasse 15
1077 Bassersdorf",1976-04-28,America/Dominica,4d:f0:32:cf:b4:8c,4,-96.075116,CH,$71.77,Payerne,2009-11-21T14:20:33,-68.3389405
+41 764253237,Alexandra Zimmermann,"Bosshardstrasse 26
7053 Crans-Montana",2009-08-08,Atlantic/Cape_Verde,7a:28:c2:1d:54:78,2,177.657677,CH,"$7,619.76",Spiez,2009-09-24T05:41:20,-16.725688
+41 0777895998,Ana Frick,"Fankhauserstrasse 2
7486 Kreuzlingen",2015-02-25,Asia/Colombo,95:d0:b6:19:08:88,214481,-50.996176,CH,$6.91,Horw,2004-03-29T06:10:00,11.0847305
+41 783723447,Emanuela Felder,"Kesslerstrasse 43
5504 La Chaux-de-Fonds",2006-01-21,Africa/Bujumbura,f8:6a:f9:ee:94:82,14560767,-125.638346,CH,$64.36,Ittigen,1987-01-08T18:43:45,-73.0947925
0774946060,Lola Blum,"Rothstrasse 42
4778 Buchs",2011-12-29,Africa/Casablanca,bc:90:0d:78:2c:ee,88071,29.907067,CH,$608.83,Risch,1989-07-07T20:27:29,50.7368625
+41(0)772180998,Jill Lustenberger,"Grobstrasse 593
8344 Olten",2013-10-09,Pacific/Fiji,59:ce:65:03:52:df,16742,-177.102504,CH,$5.87,Plan-les-Ouates,1985-12-16T18:28:10,-1.6770835
+41 777375412,Konstantinos Lustenberger,"Hofstetterstrasse 47
8281 Rüti",2007-12-28,Pacific/Tarawa,fe:17:9d:3b:c4:d2,24,-169.759934,CH,$2.69,Stäfa,1998-05-04T22:40:15,57.118894
+41773700664,Flavio Baur,"Wagnerstrasse 35
3248 Horgen",1978-12-23,Asia/Rangoon,30:cb:91:ba:3c:ec,31633904,55.564959,CH,$71.57,Prilly,2006-08-03T21:07:10,37.0359725
+41(0)791704679,Gabrielle Mäder,"Sutterstrasse 4
3209 Urdorf",1998-07-01,America/Dominica,ff:cc:25:50:9d:39,463,107.471901,CH,"$87,763.01",Pfäffikon,2004-11-22T14:15:03,14.819995
+41(0)774377703,Asia Graf,"Hürlimannstrasse 921
7096 Thalwil",1992-05-25,Africa/Nairobi,74:86:00:65:73:67,9,-78.627926,CH,$395.15,Maur,1970-06-10T03:58:48,1.2845365
+41 0780065088,Gloria Gasser,"Schmidtstrasse 3
9275 Gland",1982-09-01,America/Guayaquil,5f:46:2c:74:be:1c,502,136.087850,CH,$7.71,Wald,1996-10-07T01:13:52,20.5575075
+41 0775094365,Hannah Mäder,"Merzstrasse 43
6216 Freienbach",1976-09-03,Europe/Helsinki,6e:23:fb:f4:e6:c2,3,117.037620,CH,$2.77,Worb,2000-05-24T08:10:57,-28.838218
0791737775,Lucie Leunberger,"Hodelstrasse 2
6374 Carouge",2022-02-20,Asia/Kuwait,fc:a5:66:2b:77:34,24229,-138.056972,CH,"$2,275.77",Ecublens,2007-10-19T20:15:45,-11.8350885
0773344871,Johann Erni,"Eichenbergerstrasse 45
6581 Meilen",1978-07-13,Asia/Jerusalem,0b:b4:3c:29:08:1c,924405,149.068465,CH,"$9,562.46",Männedorf,2016-06-11T05:30:56,-3.141026
+41(0)770470631,Shqipe Meili,"Felberstrasse 53
5986 Maur",1979-12-01,Europe/Rome,75:c6:0f:fe:61:7b,95,-75.874111,CH,$27.96,Montreux,1994-10-23T21:22:16,-28.552917
+41760725442,Sebastiano Frick,"Geigerstrasse 91
4230 Aarau",2003-07-07,Asia/Nicosia,62:5a:b4:a2:43:75,797974979,78.278799,CH,$800.87,Montreux,1998-03-15T16:08:32,-3.129369
+41782937585,Burim Gasser,"Schmidtstrasse 16
2092 Yverdon-les-Bains",1985-03-01,Africa/Bangui,aa:91:1d:21:76:c2,35,-154.025868,CH,$601.84,Muttenz,1980-04-10T09:04:33,15.184033
+41 786193888,Dino Gfeller,"Lustenbergerstrasse 46
8994 Stäfa",2023-07-15,Europe/Podgorica,ce:d9:32:8c:2a:90,377151,103.617280,CH,$639.35,Davos,2007-02-28T00:19:48,-84.741222
0796143139,Edward Portmann,"Weibelstrasse 88
4181 Birsfelden",1979-03-21,Africa/Nouakchott,6c:f9:c1:a3:2b:d7,204346811,-145.300957,CH,$410.97,Mendrisio,1987-05-20T19:24:08,11.463078
+41 0773961354,Giovanna Käser,"Baumgartnerstrasse 17
4391 Pully",2011-07-20,Asia/Kuching,97:64:be:1e:06:a1,9054,18.192843,CH,$14.32,Zofingen,1979-01-01T19:27:40,69.3432065
0793944608,Adrian Tobler,"Ritterstrasse 1
2764 Affoltern",1971-06-09,Asia/Phnom_Penh,09:30:b0:b5:a6:e3,170541765,-21.672504,CH,"$3,297.40",Spreitenbach,2006-04-11T10:00:40,-34.124499
+41 0791225297,Armend Hoffmann,"Sennstrasse 4
6979 Aesch",1991-06-06,Africa/Windhoek,3b:58:e3:72:25:26,5862,-168.725516,CH,"$98,127.99",Thônex,2007-04-29T17:25:11,-23.4230585
+41 786547438,Ronja Jenni,"Haasstrasse 79
2431 Mendrisio",2014-08-06,Europe/Oslo,fc:15:c5:d1:b1:d5,447,-34.774691,CH,$133.71,Grenchen,2002-02-17T21:32:01,45.532959
+41791701333,Erwin Geiger,"Kägistrasse 4
2751 Ostermundigen",1993-10-28,Africa/Freetown,aa:42:de:e1:90:dd,591,126.062817,CH,"$35,840.55",Zürich,1990-02-07T21:51:00,15.829160
+410781864833,Céline Häfliger,"Bättigstrasse 55
8761 Adliswil",2023-06-24,Asia/Aden,61:75:94:a8:bf:34,7396,-170.078351,CH,"$19,032.27",Wädenswil,2009-11-15T08:38:11,-44.2508355
+41783624555,Véronique Stauffer,"Bianchistrasse 716
9628 Lancy",1988-01-10,Asia/Vientiane,12:83:e8:4d:56:1d,107312,124.588993,CH,$936.57,Pratteln,1994-04-19T00:20:03,-9.998324
+41 0791272848,Ramiz Vogt,"Knechtstrasse 768
2251 Prilly",2002-07-06,Pacific/Funafuti,f4:8e:6a:c5:42:e2,3293,-42.476523,CH,$3.27,Ostermundigen,1978-01-10T18:33:30,-22.5942255
+41782676013,Tanya Roos,"Hessstrasse 539
2238 Gossau",1972-08-12,Asia/Phnom_Penh,b6:74:c6:c2:47:7d,4,62.180145,CH,"$7,637.17",Adliswil,2003-06-08T13:39:52,-78.5041375
+410766435155,Ibrahim Hürlimann,"Weibelstrasse 82
7562 Payerne",2016-08-02,Asia/Dhaka,a0:07:b5:4d:af:cb,8,-149.510369,CH,$46.47,Delsberg,2007-11-05T10:59:50,86.670414
0767397321,Ferenc Zbinden,"Merzstrasse 66
9930 Bassersdorf",1981-08-14,Europe/Amsterdam,b1:e0:bd:8b:70:63,27,-97.236326,CH,"$26,328.75",Crans-Montana,1976-10-30T22:33:11,53.269451
+41 0792062867,Valérie Peter,"Studerstrasse 8
5674 Wetzikon",1971-08-22,Africa/Kigali,da:69:e0:88:a4:23,95806,25.311650,CH,$16.35,Ecublens,2007-05-14T00:03:36,40.872622
+41 762320514,Til Fankhauser,"Stalderstrasse 17
2332 Schlieren",1976-09-26,Europe/Paris,8d:fe:e2:3e:e6:7b,97,104.330903,CH,$85.12,Wil,1996-02-24T09:44:40,38.0047965
+41(0)785247643,Fabienne Staub,"Gloorstrasse 7
5345 Montreux",2009-11-21,Europe/Luxembourg,97:6d:1e:80:5c:78,1988682,-44.508868,CH,$8.99,Steffisburg,1982-10-27T21:33:00,5.8156785
+41797296963,Lidija Tobler,"Fehrstrasse 534
1313 Veyrier",1997-05-09,Asia/Ashgabat,8f:c7:67:51:53:66,4877,41.928636,CH,$72.65,Davos,2011-11-25T06:34:35,64.4080475
+41 770227315,Goran Walter,"Zürcherstrasse 645
1154 Thalwil",1974-03-14,Asia/Colombo,08:d7:c7:8f:e8:59,2955097,-3.686553,CH,$20.85,Zollikofen,2015-07-15T16:13:34,-13.4001385
+41765115521,Tania Lüscher,"Ferraristrasse 302
7844 Kreuzlingen",1985-10-23,Asia/Saigon,2e:de:a7:7c:ab:4f,3718,109.124375,CH,"$2,859.45",Aigle,1995-04-09T14:55:26,21.744450
+41791035267,Elise Steiger,"Leunbergerstrasse 12
5614 La Chaux-de-Fonds",2013-03-16,America/Lima,7b:81:20:e5:a6:c1,4,30.028585,CH,$822.39,Prilly,2001-01-27T08:15:55,57.099615
0795195252,Silke Stadelmann,"Vogtstrasse 41
4238 Zürich",2016-09-16,Atlantic/Cape_Verde,2d:6a:c3:37:8f:cb,259584,-61.704265,CH,"$7,444.42",Renens,2001-05-08T00:10:56,13.7082555
+410760822203,Ursula Amrein,"Gloorstrasse 603
4906 Naters",2002-01-15,Africa/Conakry,b6:ef:80:4b:6f:55,193,-105.390651,CH,"$25,574.89",Dübendorf,1977-02-15T02:53:07,84.2198145
+410773106250,Mike Geiger,"Maurerstrasse 32
5092 Uster",1993-04-08,Africa/Kampala,44:a3:7c:a0:0a:b3,457,-31.780545,CH,$968.11,Brugg,1989-08-28T23:41:18,59.288035
0761761406,Myriam Bernasconi,"Zieglerstrasse 60
9383 Romanshorn",2014-02-28,Atlantic/Canary,89:31:34:8e:e4:ac,919,-155.952083,CH,"$1,711.53",Pfäffikon,1972-09-22T15:40:34,-60.0789925
+410797140415,Giulio Zimmermann,"Hotzstrasse 23
2852 Bernex",1978-07-31,Africa/Lagos,01:30:ed:84:66:60,1579941,6.160068,CH,$1.26,Bellinzona,2004-10-04T06:47:30,36.448214
+410775604847,Tibor Schoch,"Imhofstrasse 60
5236 Cham",2018-10-13,Africa/Gaborone,f9:c9:76:ee:12:9d,4,45.783523,CH,$40.50,Glarus,2007-10-02T03:54:46,-60.495113
+41 777721922,Mladen Wenger,"Sutterstrasse 22
7152 Rapperswil-Jona",2003-09-27,Europe/Paris,8e:88:28:f7:62:db,926287,-11.289956,CH,$416.80,Schwyz,1978-07-13T03:21:38,-28.0790835
+41(0)764354166,Hans-Ulrich Michel,"Grossstrasse 2
1090 Baar",1988-01-08,Asia/Jerusalem,28:00:85:d5:17:22,10540,-82.864064,CH,"$90,977.68",Ittigen,1995-10-19T03:42:50,-86.4014695
+41 0766997997,Leyla Amrein,"Wagnerstrasse 392
7211 Vevey",1986-08-20,Asia/Tehran,10:0d:64:ab:56:c3,2839,141.079403,CH,"$67,556.45",Regensdorf,2015-12-12T14:33:39,-28.656103
0784056162,Mariella Schlatter,"Hafnerstrasse 88
2509 St. Gallen",2008-11-10,America/Barbados,8f:8a:d6:ce:17:5b,9823,144.647084,CH,$81.09,Wil,2009-03-20T04:18:13,89.1316315
+41(0)764933043,Adnan Hofer,"Hermannstrasse 1
3082 Küsnacht",2012-03-04,Pacific/Ponape,e9:56:5b:d9:71:5e,160631,-109.899058,CH,"$97,015.51",Aigle,2012-03-22T10:22:21,-11.218137
0785325106,Jill Meier,"Gasserstrasse 1
2586 Gossau",1992-11-13,Asia/Baghdad,d3:e7:60:75:84:30,155,92.274197,CH,$68.80,Regensdorf,2006-08-21T22:47:23,-52.128290
+41(0)784224679,Süleyman Wüthrich,"Schlatterstrasse 926
5922 Baar",1976-09-09,Europe/Zagreb,12:ff:53:3d:4b:ba,1,-101.136840,CH,$9.67,Grenchen,2006-03-17T14:23:54,36.844101
0797501969,Yasemin Erni,"Zürcherstrasse 559
1306 Val-de-Travers",1974-09-15,Europe/Paris,f2:4a:76:8f:e3:a6,9,0.661361,CH,"$4,083.60",Wettingen,2016-11-03T23:16:56,-83.5573905
0790344832,Etienne Arnold,"Vogtstrasse 235
5493 Adliswil",2021-11-20,Africa/Kigali,d9:f1:ae:68:7d:34,609,159.231055,CH,$84.38,Herisau,2017-07-20T09:01:22,40.281997
+41 0760250498,Tibor Wirz,"Wagnerstrasse 67
6372 Sursee",1997-01-07,Australia/Lindeman,9d:8c:36:fe:46:82,1,71.098591,CH,$467.28,Bassersdorf,1981-12-14T02:58:03,34.250560
+410771925944,Leyla Probst,"Benzstrasse 8
2757 Emmen",2006-06-21,Europe/Podgorica,2d:6b:b3:e6:55:12,128286,-31.810709,CH,$87.11,Davos,1994-10-07T03:12:14,-1.179349
+41 0797684536,Charlotte Kunz,"Meierstrasse 54
6666 Männedorf",1977-03-10,Europe/Dublin,87:13:00:48:56:0d,5783318,154.316311,CH,"$84,419.81",Bernex,1994-09-12T12:53:23,20.363296
+41 777310883,Mats Wagner,"Toblerstrasse 25
3643 Liestal",2002-12-19,America/St_Kitts,34:5a:ed:c1:f6:da,60374402,-52.219092,CH,"$6,100.71",Baar,2007-07-31T12:41:18,-2.818940
+41780701880,Edmund Iten,"Hugstrasse 93
9761 Lenzburg",2019-04-07,Europe/Budapest,50:7e:c5:0b:69:3f,789,74.340173,CH,$664.83,Wil,1997-05-31T07:13:07,-45.481053
0791250569,Mélissa Grob,"Geigerstrasse 927
2207 Neuenburg",2018-07-14,America/Santo_Domingo,4a:b1:2d:d5:16:8d,9127,19.097774,CH,"$13,035.85",Aigle,2022-02-28T02:17:30,-35.4000545
+41 773006563,Bernadette Benz,"Ernststrasse 74
3414 Binningen",2014-08-07,America/Paramaribo,52:63:08:cb:0e:f8,444,87.314675,CH,$92.71,Freienbach,2001-04-02T19:31:08,-43.9894965
+41 0772976114,Emir Grob,"Itenstrasse 5
2811 Kriens",2012-07-06,Indian/Mahe,68:1a:ae:f8:fc:6a,2815704,-74.415377,CH,$594.89,Freiburg,2008-09-13T11:28:06,88.096249
+41 762064676,Ioannis Fischer,"Lutzstrasse 49
1360 Horw",2006-11-12,Africa/Bangui,42:a9:77:85:57:cc,238062,91.009006,CH,$1.14,Glarus,1999-09-30T03:24:18,68.405901
0782080713,Dion Leunberger,"Maurerstrasse 6
3376 Steffisburg",1981-03-07,Africa/Bissau,48:32:9e:b3:8b:80,1426,1.370630,CH,$33.84,Freienbach,2014-06-25T01:16:11,68.749987
+410773942258,Istvan Stauffer,"Suterstrasse 4
1791 Romanshorn",2008-06-01,Asia/Nicosia,ca:5e:a3:2b:7c:a0,9891,58.036208,CH,$7.55,Affoltern,1970-09-04T15:09:45,84.2179045
+41(0)773937475,Cyrill Blaser,"Baderstrasse 509
6980 Nyon",1971-10-01,Africa/Conakry,5b:08:86:e1:7b:f3,5651955,-171.227545,CH,"$81,706.93",Küsnacht,1993-01-07T19:15:08,37.4439385
0770666949,Sami Gfeller,"Burristrasse 73
4765 Cham",1970-01-26,Africa/Lubumbashi,85:37:f4:65:ad:10,249642085,79.392771,CH,$932.94,Ostermundigen,1983-07-30T08:51:43,16.4208355
+41(0)784550952,Giuseppa Baumgartner,"Rüeggstrasse 58
5364 Münchenstein",1983-06-17,Europe/Brussels,5c:93:d5:d7:57:0c,8703864,-35.906988,CH,$5.79,Bulle,2014-08-03T02:35:00,-41.764617
0760956218,Thiago Schuler,"Walderstrasse 6
5886 Buchs",1996-03-10,Africa/Sao_Tome,fb:41:5b:d3:f2:d1,938066,-88.234930,CH,"$94,659.03",Muri,2004-05-07T17:10:18,-70.982996
+41(0)785893841,Georg Zehnder,"Huberstrasse 802
2044 Nyon",1989-12-06,America/Grenada,78:1d:20:c9:d7:6e,75,-47.369756,CH,"$5,885.76",Brugg,2010-03-28T08:00:20,-43.224554
+410791772045,Margarita Hofer,"Scheideggerstrasse 51
4755 Basel",1994-04-17,Asia/Katmandu,58:56:7e:7a:e1:ea,630766067,-85.995098,CH,"$42,513.93",Carouge,2015-08-07T16:33:32,-72.2768045
+41 764770334,Kristina Schär,"Brunnerstrasse 32
6594 Arth",1973-10-04,Africa/Khartoum,04:0d:65:59:f0:cb,49012703,83.357577,CH,$6.02,Rheinfelden,1973-11-10T03:39:24,36.4537665
+41 796955994,Elma Kohler,"Lustenbergerstrasse 7
9381 Lutry",1973-04-10,Pacific/Galapagos,70:79:cf:87:dd:8b,593952131,-43.858400,CH,$5.56,Monthey,1992-06-14T17:08:22,15.401278
+410763785469,Leslie Bauer,"Lüthistrasse 904
3801 Münchenbuchsee",1987-06-24,Europe/Madrid,e9:8b:c3:ca:89:56,17337354,-28.649174,CH,"$3,981.82",Münchenbuchsee,2020-04-27T16:06:12,-77.600904
+410780650813,Timon Portmann,"Schärerstrasse 96
2036 La Tour-de-Peilz",2015-05-11,Asia/Pyongyang,cf:24:1c:50:d5:b0,4,-84.943157,CH,$64.88,Dübendorf,2000-10-07T18:52:10,-35.4354785
+410762650294,Lindita Hunziker,"Hirtstrasse 53
1571 Belp",2023-03-02,Africa/Ndjamena,be:bf:93:dd:cd:5f,8,-150.866449,CH,$7.83,Morges,1973-07-27T19:30:42,-67.667248
+41(0)790177705,Romina Gut,"Sidlerstrasse 36
6826 Flawil",2008-09-21,Asia/Baku,45:46:21:28:f0:98,9747306,-32.582159,CH,$8.44,Muttenz,1999-08-24T07:40:06,-23.6687435
+41 767463967,Dafina Zingg,"Betschartstrasse 39
7624 Risch",2002-06-14,America/St_Kitts,3a:76:7c:94:dc:a0,1334,176.140392,CH,$8.22,Regensdorf,2000-06-17T03:13:27,16.514569
+41 0775870788,Dora Lüscher,"Schärerstrasse 639
7389 Martigny",1996-07-11,Asia/Singapore,6c:ed:b1:31:ca:7b,9969,-42.173619,CH,$23.64,Yverdon-les-Bains,1973-09-10T17:29:08,62.653875
+41(0)780332494,Nando Hofer,"Brunnerstrasse 8
3310 Worb",2010-04-02,Europe/Bucharest,88:11:8c:2e:ab:fe,24860,-168.567556,CH,$4.19,Möhlin,1976-03-04T03:31:14,81.4271175
0775284013,Marvin Wirth,"Eglistrasse 57
8782 Zug",2004-06-29,Africa/Porto-Novo,9c:f3:31:0b:76:ec,68204568,131.732732,CH,$0.34,Ecublens,1991-10-19T07:59:48,-43.7250555
+410767694099,Cosimo Pfister,"Stutzstrasse 16
5166 Adliswil",1986-09-01,Europe/Istanbul,d5:ce:c9:a6:95:db,75008,159.849542,CH,$24.04,Volketswil,2008-04-02T18:44:12,-63.903242
0777393333,Flamur Ott,"Bärstrasse 1
4490 Lyss",2010-09-09,Europe/Berlin,0c:db:9f:75:3e:fe,601636967,-140.507803,CH,$804.69,Langenthal,1983-04-04T15:30:56,-9.6504105
0775454907,Juana Herzog,"Brunstrasse 3
4391 St. Gallen",1982-03-11,Asia/Tbilisi,42:ce:4b:d9:d1:6e,7088,-175.627855,CH,$69.29,Morges,1985-10-03T12:07:42,88.778822
0790057891,Sereina Steinmann,"Hafnerstrasse 42
1139 Worb",2003-08-22,Asia/Bangkok,e7:65:9a:30:8e:a8,21,130.585596,CH,$0.28,Val-de-Ruz,1971-11-06T11:13:29,-32.4205945
+41(0)777283060,Sarah Kägi,"Schweizerstrasse 8
2224 Weinfelden",1998-05-02,America/Lima,3a:2a:3a:11:20:f0,71,152.964284,CH,"$44,069.40",Montreux,1993-07-16T20:53:44,31.746722
+41 0786663226,Zsolt Egli,"Näfstrasse 65
5470 Zollikon",1998-10-07,America/St_Lucia,9b:d2:70:ba:a0:eb,9,165.171678,CH,$873.63,Einsiedeln,2012-05-27T01:56:13,-42.4013335
+41 781060885,Neo Isler,"Friedlistrasse 5
3984 Steinhausen",2020-02-25,Africa/Kampala,92:59:2b:43:96:ad,31796468,-45.175932,CH,$819.11,Ittigen,2008-03-03T16:06:45,82.134315
